Number;Firstname;Surname;Birthday;Gender;Club;Nation;Type;Class;Starttime;Finish;RankValue;ExitStatus;Rank;RankPoints;Participated;ContestantId;Team;TotalPoints;TotalTime;TotalTimeFormatted;TotalDiffTimeFormatted;BonusSeconds;ClassId;DNB Cup 3/Junior Cup 1 normal-Points;DNB Cup 3/Junior Cup 1 normal-Time;DNB Cup 3/Junior Cup 1 normal-TimeFormatted;DNB Cup 3/Junior Cup 1 normal-DiffTimeFormatted;DNB Cup 3/Junior Cup 1 sprint-Points;DNB Cup 3/Junior Cup 1 sprint-Time;DNB Cup 3/Junior Cup 1 sprint-TimeFormatted;DNB Cup 3/Junior Cup 1 sprint-DiffTimeFormatted;NM JR DNB Cup 4/JR Cup 2-Points;NM JR DNB Cup 4/JR Cup 2-Time;NM JR DNB Cup 4/JR Cup 2-TimeFormatted;NM JR DNB Cup 4/JR Cup 2-DiffTimeFormatted;NSSF JR Cup 2 K18-19 liste-Points;NSSF JR Cup 2 K18-19 liste-Time;NSSF JR Cup 2 K18-19 liste-TimeFormatted;NSSF JR Cup 2 K18-19 liste-DiffTimeFormatted;NM JR DNB Cup 4/JR Cup 2-Points;NM JR DNB Cup 4/JR Cup 2-Time;NM JR DNB Cup 4/JR Cup 2-TimeFormatted;NM JR DNB Cup 4/JR Cup 2-DiffTimeFormatted;NM JR /JR Cup 2 K18-19-Points;NM JR /JR Cup 2 K18-19-Time;NM JR /JR Cup 2 K18-19-TimeFormatted;NM JR /JR Cup 2 K18-19-DiffTimeFormatted;DNB Cup 5 / Junior Cup 3 Sprint-Points;DNB Cup 5 / Junior Cup 3 Sprint-Time;DNB Cup 5 / Junior Cup 3 Sprint-TimeFormatted;DNB Cup 5 / Junior Cup 3 Sprint-DiffTimeFormatted;DNB Cup 5 / Junior Cup 3  Normal-Points;DNB Cup 5 / Junior Cup 3  Normal-Time;DNB Cup 5 / Junior Cup 3  Normal-TimeFormatted;DNB Cup 5 / Junior Cup 3  Normal-DiffTimeFormatted;NM Normal -Senior, NM Normal - Junior-Points;NM Normal -Senior, NM Normal - Junior-Time;NM Normal -Senior, NM Normal - Junior-TimeFormatted;NM Normal -Senior, NM Normal - Junior-DiffTimeFormatted;DNB Cup 6/Junior Cup 4, 10.03.2018-Points;DNB Cup 6/Junior Cup 4, 10.03.2018-Time;DNB Cup 6/Junior Cup 4, 10.03.2018-TimeFormatted;DNB Cup 6/Junior Cup 4, 10.03.2018-DiffTimeFormatted;Junior Cup 4 - Sprint M19-Points;Junior Cup 4 - Sprint M19-Time;Junior Cup 4 - Sprint M19-TimeFormatted;Junior Cup 4 - Sprint M19-DiffTimeFormatted;Junior Cup finale 5 - Fellesstart 17-19år-Points;Junior Cup finale 5 - Fellesstart 17-19år-Time;Junior Cup finale 5 - Fellesstart 17-19år-TimeFormatted;Junior Cup finale 5 - Fellesstart 17-19år-DiffTimeFormatted;Junior Cup finale 5 - Fellesstart 19-21år-Points;Junior Cup finale 5 - Fellesstart 19-21år-Time;Junior Cup finale 5 - Fellesstart 19-21år-TimeFormatted;Junior Cup finale 5 - Fellesstart 19-21år-DiffTimeFormatted
263;Øyvind Rikheim;Haugan;0;m;Try, Idrettslaget;NO;Serie;M20-21;00:00:00.000;Mål;95.0;OK;22;0;7;391191;Holmenkollen Biathlon;95.0;15289510;4:14:49.5;25:43.580;0;418648;NOR;16.0;2996790;49:56.7;4:08.3;16.0;1788700;29:48.7;2:11.7;4.0;2140100;35:40.1;2:47.2;;;;;0.0;1605700;26:45.7;2:27.0;;;;;26.0;1669600;27:49.6;0:52.2;0.0;2779690;46:19.6;8:55.6;11.0;2892300;48:12.3;5:18.4;17.0;1673520;27:53.5;1:50.1;;;;;;;;;5.0;2128500;35:28.5;3:46.9
264;Bendik;Winsvold;0;m;Lier IL;NO;Serie;M20-21;00:00:00.000;Mål;91.0;OK;23;0;7;1562650;Team Lier Skiskyting;91.0;14788090;4:06:28.0;17:22.160;0;418648;NOR;14.0;3007560;50:07.5;4:19.1;0.0;1883400;31:23.4;3:46.4;8.0;2106000;35:06.0;2:13.1;;;;;24.0;1511300;25:11.3;0:52.6;;;;;13.0;1709400;28:29.4;1:32.0;20.0;2518480;41:58.4;4:34.4;;;;;;;;;;;;;;;;;12.0;2051950;34:11.9;2:30.3
265;Hans Kristian;Sørum;0;m;MjøsSki;NO;Serie;M20-21;00:00:00.000;Mål;87.0;OK;24;0;7;694653;Team Woodcon;87.0;16017460;4:26:57.4;37:51.530;0;418648;NOR;5.0;3095980;51:35.9;5:47.5;0.0;1922200;32:02.2;4:25.2;13.0;2090800;34:50.8;1:57.9;;;;;0.0;1599600;26:39.6;2:20.9;;;;;6.0;1748100;29:08.1;2:10.7;26.0;2424220;40:24.2;3:00.2;18.0;2824200;47:04.2;4:10.3;16.0;1677960;27:57.9;1:54.5;;;;;;;;;3.0;2156200;35:56.2;4:14.6
266;Rasmus;Krogstad;0;m;Try, Idrettslaget;NO;Serie;M20-21;00:00:00.000;Mål;86.0;OK;25;0;7;4911020;Holmenkollen Biathlon;86.0;16068270;4:27:48.2;38:42.340;0;418648;NOR;9.0;3037560;50:37.5;4:49.1;4.0;1824900;30:24.9;2:47.9;24.0;2028200;33:48.2;0:55.3;;;;;0.0;1603700;26:43.7;2:25.0;;;;;7.0;1746200;29:06.2;2:08.8;9.0;2616050;43:36.0;6:12.0;24.0;2741500;45:41.5;2:47.6;4.0;1729010;28:49.0;2:45.6;;;;;;;;;9.0;2073860;34:33.8;2:52.2
267;Vetle Årsvoll;Undheim;0;m;Figgjo IL;NO;Serie;M20-21;00:00:00.000;Mål;81.0;OK;26;0;7;4517108;Sirdal Ski;81.0;14869850;4:07:49.8;18:43.920;0;418648;NOR;12.0;3019510;50:19.5;4:31.1;14.0;1801700;30:01.7;2:24.7;7.0;2115500;35:15.5;2:22.6;;;;;13.0;1548500;25:48.5;1:29.8;;;;;17.0;1694400;28:14.4;1:17.0;10.0;2602900;43:22.9;5:58.9;0.0;3270300;54:30.3;11:36.4;0.0;1771750;29:31.7;3:28.3;;;;;;;;;8.0;2087340;34:47.3;3:05.7
268;Trygve Bondhus;OFTEN;0;m;Tynset IF;NO;Serie;M20-21;00:00:00.000;Mål;78.0;OK;27;0;7;986592;Team Toyota Slettum Bil;78.0;16276650;4:31:16.6;42:10.720;0;418648;NOR;13.0;3014870;50:14.8;4:26.4;20.0;1746100;29:06.1;1:29.1;10.0;2098900;34:58.9;2:06.0;;;;;0.0;1638600;27:18.6;2:59.9;;;;;10.0;1720000;28:40.0;1:42.6;2.0;2661330;44:21.3;6:57.3;5.0;3012600;50:12.6;7:18.7;2.0;1743530;29:03.5;3:00.1;;;;;;;;;18.0;2022850;33:42.8;2:01.2
269;Markus Ims;Skåland;0;m;Sandnes Skiskytterlag;NO;Serie;M20-21;00:00:00.000;Mål;69.0;OK;28;0;7;4214374;Sirdal Ski;69.0;13821630;3:50:21.6;1:15.700;0;418648;NOR;1.0;3124490;52:04.4;6:16.0;6.0;1822200;30:22.2;2:45.2;5.0;2123300;35:23.3;2:30.4;;;;;5.0;1581600;26:21.6;2:02.9;;;;;11.0;1719600;28:39.6;1:42.2;4.0;2641520;44:01.5;6:37.5;15.0;2849200;47:29.2;4:35.3;12.0;1692350;28:12.3;2:08.9;;;;;;;;;15.0;2033380;33:53.3;2:11.7
270;Dag Sander;Bjørndalen;0;m;Simostranda IL;NO;Serie;M20-21;00:00:00.000;Mål;67.0;OK;29;0;7;1948945;Team Geilo;67.0;15007630;4:10:07.6;21:01.700;0;418648;NOR;15.0;2997620;49:57.6;4:09.2;17.0;1767400;29:27.4;1:50.4;0.0;2228500;37:08.5;4:15.6;;;;;13.0;1548500;25:48.5;1:29.8;;;;;2.0;1793400;29:53.4;2:56.0;6.0;2634170;43:54.1;6:30.1;;;;;;;;;;;;;;;;;14.0;2038040;33:58.0;2:16.4
271;Adrian;Fløttum;0;m;Sokna IL;NO;Serie;M20-21;00:00:00.000;Mål;57.0;OK;30;0;6;525707;Trondheim Biathlon Team;57.0;13403630;3:43:23.6;Mangler 1;0;418648;NOR;40.0;2784110;46:24.1;0:35.7;8.0;1815300;30:15.3;2:38.3;6.0;2118200;35:18.2;2:25.3;;;;;3.0;1593400;26:33.4;2:14.7;;;;;;;;;;;;;0.0;3139400;52:19.4;9:25.5;0.0;1953220;32:33.2;6:29.8;;;;;;;;;;;;
272;Martin Bjørndalen;Mathisen;0;m;Simostranda IL;NO;Serie;M20-21;00:00:00.000;Mål;50.0;OK;31;0;7;573958;Team Geilo;50.0;14944580;4:09:04.5;19:58.650;0;418648;NOR;8.0;3042180;50:42.1;4:53.7;12.0;1807000;30:07.0;2:30.0;0.0;2347400;39:07.4;6:14.5;;;;;15.0;1544300;25:44.3;1:25.6;;;;;0.0;1865900;31:05.9;4:08.5;8.0;2617400;43:37.4;6:13.4;0.0;3099000;51:39.0;8:45.1;7.0;1720400;28:40.4;2:37.0;;;;;;;;;;;;
273;Erlend;Bakken;0;m;Markane IL;NO;Serie;M20-21;00:00:00.000;Mål;31.0;OK;32;0;7;721556;;31.0;15494230;4:18:14.2;29:08.300;0;418648;NOR;0.0;3618310;1:00:18.3;14:29.9;5.0;1824100;30:24.1;2:47.1;0.0;2243000;37:23.0;4:30.1;;;;;0.0;1742900;29:02.9;4:44.2;;;;;15.0;1702000;28:22.0;1:24.6;5.0;2640960;44:00.9;6:36.9;0.0;3213800;53:33.8;10:39.9;6.0;1722960;28:42.9;2:39.5;;;;;;;;;;;;
274;Jonas;Maalø;0;m;Skatval Skilag;NO;Serie;M20-21;00:00:00.000;Mål;30.0;OK;33;0;7;727012;Meråker vgs;30.0;16604250;4:36:44.2;47:38.320;0;418648;NOR;0.0;3279400;54:39.4;8:51.0;0.0;2004400;33:24.4;5:47.4;0.0;2286100;38:06.1;5:13.2;;;;;0.0;1641000;27:21.0;3:02.3;;;;;9.0;1728100;28:48.1;1:50.7;16.0;2540580;42:20.5;4:56.5;2.0;3029700;50:29.7;7:35.8;3.0;1735970;28:55.9;2:52.5;;;;;;;;;;;;
275;Isak Nikolai;Hopland;0;m;Hardbagg IL;NO;Serie;M20-21;00:00:00.000;Mål;26.0;OK;34;0;7;1944237;;26.0;16469590;4:34:29.5;45:23.660;0;418648;NOR;17.0;2996190;49:56.1;4:07.7;0.0;1975500;32:55.5;5:18.5;0.0;2310700;38:30.7;5:37.8;;;;;0.0;1647400;27:27.4;3:08.7;;;;;3.0;1788700;29:48.7;2:51.3;0.0;2762700;46:02.7;8:38.7;6.0;2988400;49:48.4;6:54.5;0.0;1792880;29:52.8;3:49.4;;;;;;;;;;;;
276;Håkon;Rybråten;0;m;Fet Skiklubb;NO;Serie;M20-21;00:00:00.000;Mål;23.0;OK;35;0;7;1943414;;23.0;15284900;4:14:44.9;25:38.970;0;418648;NOR;21.0;2923240;48:43.2;2:54.8;0.0;1869800;31:09.8;3:32.8;0.0;2190200;36:30.2;3:37.3;;;;;0.0;1617900;26:57.9;2:39.2;;;;;0.0;1879900;31:19.9;4:22.5;0.0;2767620;46:07.6;8:43.6;1.0;3056900;50:56.9;8:03.0;1.0;1746960;29:06.9;3:03.5;;;;;;;;;;;;
277;Øystein;Markegård;0;m;Geilo IL;NO;Serie;M20-21;00:00:00.000;Mål;23.0;OK;36;0;6;2119822;;23.0;13009450;3:36:49.4;Mangler 1;0;418648;NOR;;;;;;;;;0.0;2234400;37:14.4;4:21.5;;;;;0.0;1689800;28:09.8;3:51.1;;;;;0.0;1804600;30:04.6;3:07.2;15.0;2571300;42:51.3;5:27.3;8.0;2942900;49:02.9;6:09.0;0.0;1766450;29:26.4;3:23.0;;;;;;;;;;;;
278;Christian Brennhovd;Bang;0;m;Asker Skiklubb;NO;Serie;M20-21;00:00:00.000;Mål;23.0;OK;37;0;7;1429224;Team OASSK;23.0;16807960;4:40:07.9;51:02.030;0;418648;NOR;0.0;3313370;55:13.3;9:24.9;13.0;1802500;30:02.5;2:25.5;0.0;2512100;41:52.1;8:59.2;;;;;10.0;1558100;25:58.1;1:39.4;;;;;0.0;1802900;30:02.9;3:05.5;0.0;2694090;44:54.0;7:30.0;0.0;3124900;52:04.9;9:11.0;0.0;1883790;31:23.7;5:20.3;;;;;;;;;;;;
279;Lars;Reiten;0;m;Birkenes IL;NO;Serie;M20-21;00:00:00.000;Mål;19.0;OK;38;0;7;674476;Sirdal Ski;19.0;16967920;4:42:47.9;53:41.990;0;418648;NOR;0.0;3221810;53:41.8;7:53.4;0.0;2081800;34:41.8;7:04.8;0.0;2277500;37:57.5;5:04.6;;;;;0.0;1689300;28:09.3;3:50.6;;;;;0.0;1916400;31:56.4;4:59.0;19.0;2518510;41:58.5;4:34.5;0.0;3262600;54:22.6;11:28.7;0.0;1885170;31:25.1;5:21.7;;;;;;;;;;;;
280;Knut Lussand;Selheim;0;m;Voss Skiskytterlag;NO;Serie;M20-21;00:00:00.000;Mål;14.0;OK;39;0;6;582439;Team Glalaks;14.0;13900050;3:51:40.0;Mangler 1;0;418648;NOR;0.0;3337380;55:37.3;9:48.9;11.0;1812000;30:12.0;2:35.0;3.0;2153900;35:53.9;3:01.0;;;;;0.0;1603700;26:43.7;2:25.0;;;;;;;;;;;;;0.0;3148500;52:28.5;9:34.6;0.0;1844570;30:44.5;4:41.1;;;;;;;;;;;;
281;Henrik Tordhol;Sverdrup;0;m;Dombås IL;NO;Serie;M20-21;00:00:00.000;Mål;12.0;OK;40;0;5;426620;;12.0;10286530;2:51:26.5;Mangler 2;0;418648;NOR;;;;;;;;;0.0;2321300;38:41.3;5:48.4;;;;;0.0;1702500;28:22.5;4:03.8;;;;;0.0;1879000;31:19.0;4:21.6;12.0;2596440;43:16.4;5:52.4;0.0;0;0:00.0;42:53.9;0.0;1787290;29:47.2;3:43.8;;;;;;;;;;;;
282;Mathias;Skrede;0;m;Geilo IL;NO;Serie;M20-21;00:00:00.000;Mål;12.0;OK;41;0;4;677695;Team Geilo;12.0;8934110;2:28:54.1;Mangler 3;0;418648;NOR;0.0;3342510;55:42.5;9:54.1;1.0;1858700;30:58.7;3:21.7;11.0;2091600;34:51.6;1:58.7;;;;;0.0;1641300;27:21.3;3:02.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;Sigbjørn;Edøy;0;m;Tromsø Skiskytterlag;NO;Serie;M20-21;00:00:00.000;Mål;12.0;OK;41;0;6;599411;Team Woodcon;12.0;13507290;3:45:07.2;Mangler 1;0;418648;NOR;0.0;0;0:00.0;45:48.4;0.0;2040300;34:00.3;6:23.3;0.0;2222400;37:02.4;4:09.5;;;;;0.0;1621600;27:01.6;2:42.9;;;;;1.0;1797000;29:57.0;2:59.6;11.0;2602490;43:22.4;5:58.4;0.0;3223500;53:43.5;10:49.6;0.0;1862700;31:02.7;4:59.3;;;;;;;;;;;;
284;Robin Johan;Benonisen;0;m;Tromsø Skiskytterlag;NO;Serie;M20-21;00:00:00.000;Mål;9.0;OK;43;0;6;744331;Team Troms & Finnmark;9.0;13900100;3:51:40.1;Mangler 1;0;418648;NOR;0.0;3268300;54:28.3;8:39.9;9.0;1814900;30:14.9;2:37.9;0.0;2166200;36:06.2;3:13.3;;;;;0.0;1709000;28:29.0;4:10.3;;;;;;;;;;;;;0.0;3120800;52:00.8;9:06.9;0.0;1820900;30:20.9;4:17.5;;;;;;;;;;;;
285;Jørgen;Haugum;0;m;Bærums Skiklub;AF;Serie;M20-21;00:00:00.000;Mål;9.0;OK;44;0;7;3509461;Team OASSK;9.0;16454250;4:34:14.2;45:08.320;0;418648;AFG;0.0;3217560;53:37.5;7:49.1;0.0;1862100;31:02.1;3:25.1;0.0;2190700;36:30.7;3:37.8;;;;;2.0;1593500;26:33.5;2:14.8;;;;;0.0;1857800;30:57.8;4:00.4;7.0;2622690;43:42.6;6:18.6;0.0;3109900;51:49.9;8:56.0;0.0;1848940;30:48.9;4:45.5;;;;;;;;;;;;
286;Kasper;Lie;0;m;Skatval Skilag;NO;Serie;M20-21;00:00:00.000;Mål;7.0;OK;45;0;2;941174;;7.0;3883000;1:04:43.0;Mangler 5;0;418648;NOR;;;;;;;;;0.0;2310800;38:30.8;5:37.9;;;;;7.0;1572200;26:12.2;1:53.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;Jonas Bogen;Øye;0;m;Trondhjems Skiskyttere;NO;Serie;M20-21;00:00:00.000;Mål;6.0;OK;46;0;4;2118020;Trondheim Biathlon Team;6.0;8729430;2:25:29.4;Mangler 3;0;418648;NOR;3.0;3108730;51:48.7;6:00.3;0.0;1866200;31:06.2;3:29.2;2.0;2158300;35:58.3;3:05.4;;;;;1.0;1596200;26:36.2;2:17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;Olav Lanes;Severinsen;0;m;Tromsø Skiskytterlag;NO;Serie;M20-21;00:00:00.000;Mål;5.0;OK;47;0;7;694649;Team Troms & Finnmark;5.0;16605060;4:36:45.0;47:39.130;0;418648;NOR;0.0;3157310;52:37.3;6:48.9;0.0;1892500;31:32.5;3:55.5;0.0;2237000;37:17.0;4:24.1;;;;;0.0;1659100;27:39.1;3:20.4;;;;;5.0;1750400;29:10.4;2:13.0;0.0;2827150;47:07.1;9:43.1;0.0;3081600;51:21.6;8:27.7;0.0;1764300;29:24.3;3:20.9;;;;;;;;;;;;
289;Jonas;Bueie;0;m;Lier IL;NO;Serie;M20-21;00:00:00.000;Mål;4.0;OK;48;0;7;2117905;Team Lier Skiskyting;4.0;17123380;4:45:23.3;56:17.450;0;418648;NOR;0.0;3400190;56:40.1;10:51.7;0.0;1866100;31:06.1;3:29.1;0.0;2191800;36:31.8;3:38.9;;;;;0.0;1732500;28:52.5;4:33.8;;;;;4.0;1787200;29:47.2;2:49.8;0.0;3023190;50:23.1;12:59.1;0.0;3122400;52:02.4;9:08.5;0.0;1932070;32:12.0;6:08.6;;;;;;;;;;;;
290;Magnus;Horten;0;m;Os IL;NO;Serie;M20-21;00:00:00.000;Mål;4.0;OK;48;0;2;426679;Team Woodcon;4.0;4976990;1:22:56.9;Mangler 5;0;418648;NOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;3021400;50:21.4;7:27.5;0.0;1955590;32:35.5;6:32.1;;;;;;;;;;;;
291;Torje Usland;Dahl;0;m;Marnardal IL;NO;Serie;M20-21;00:00:00.000;Mål;3.0;OK;50;0;4;3740975;Sirdal Ski;3.0;9893190;2:44:53.1;Mangler 3;0;418648;NOR;0.0;3153950;52:33.9;6:45.5;3.0;1837000;30:37.0;3:00.0;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3113000;51:53.0;8:59.1;0.0;1789240;29:49.2;3:45.8;;;;;;;;;;;;
292;Tobias;Nyborg;0;m;Voss Skiskytterlag;NO;Serie;M20-21;00:00:00.000;Mål;3.0;OK;50;0;3;638367;;3.0;6983300;1:56:23.3;Mangler 4;0;418648;NOR;;;;;;;;;0.0;2284900;38:04.9;5:12.0;;;;;0.0;1669500;27:49.5;3:30.8;;;;;;;;;;;;;3.0;3028900;50:28.9;7:35.0;;;;;;;;;;;;;;;;
293;Juni;Arnekleiv;0;f;Dombås IL;NO;Serie;K18-19;00:00:00.000;Mål;296.0;OK;1;0;7;527091;NTG-L;296.0;11264130;3:07:44.1;0:00.000;0;418651;NOR;50.0;2226760;37:06.7;0:00.0;40.0;1281700;21:21.7;0:29.8;;;;;36.0;1601100;26:41.1;0:55.4;;;;;50.0;1174700;19:34.7;0:00.0;;;;;;;;;20.0;2192300;36:32.3;3:18.1;50.0;1103140;18:23.1;0:00.0;;;;;50.0;1684430;28:04.4;0:00.0;;;;
294;Marthe Kråkstad;Johansen;0;f;Bossmo & Ytteren IL;NO;Serie;K18-19;00:00:00.000;Mål;231.0;OK;2;0;7;694468;Team Polarsirkelen ski;231.0;11602970;3:13:22.9;5:38.840;0;418651;NOR;22.0;2464060;41:04.0;3:57.3;22.0;1323200;22:03.2;1:11.3;;;;;50.0;1545700;25:45.7;0:00.0;;;;;36.0;1192600;19:52.6;0:17.9;;;;;;;;;36.0;2113500;35:13.5;1:59.3;36.0;1161540;19:21.5;0:58.4;;;;;29.0;1802370;30:02.3;1:57.9;;;;
295;Anne Bunemann;De Besche;0;f;Try, Idrettslaget;NO;Serie;K18-19;00:00:00.000;Mål;220.0;OK;3;0;7;4118391;Wang Toppidrett;220.0;11379660;3:09:39.6;1:55.530;0;418651;NOR;20.0;2470680;41:10.6;4:03.9;36.0;1305400;21:45.4;0:53.5;;;;;0.0;1805400;30:05.4;4:19.7;;;;;40.0;1188000;19:48.0;0:13.3;45.0;1254700;20:54.7;0:00.1;15.0;2266840;37:46.8;2:04.5;40.0;2096000;34:56.0;1:41.8;20.0;1212500;20:12.5;1:49.4;;;;;19.0;1852380;30:52.3;2:47.9;;;;
296;Sigrid Flo;Bødal;0;f;Stårheim IL;NO;Serie;K18-19;00:00:00.000;Mål;219.0;OK;4;0;7;694455;NTG-L;219.0;12294050;3:24:54.0;17:09.920;0;418651;NOR;14.0;2569550;42:49.5;5:42.8;;;;;;;;;8.0;1757200;29:17.2;3:31.5;;;;;24.0;1226200;20:26.2;0:51.5;50.0;1254600;20:54.6;0:00.0;16.0;2262850;37:42.8;2:00.5;50.0;1994200;33:14.2;0:00.0;45.0;1154870;19:14.8;0:51.7;;;;;20.0;1831780;30:31.7;2:27.3;;;;
297;Marit;Øygard;0;f;Skrautvål IL;NO;Serie;K18-19;00:00:00.000;Mål;215.0;OK;5;0;7;4004185;Team Valdres Ski;215.0;11692100;3:14:52.1;7:07.970;0;418651;NOR;32.0;2418000;40:18.0;3:11.3;50.0;1251900;20:51.9;0:00.0;;;;;45.0;1588900;26:28.9;0:43.2;;;;;17.0;1249800;20:49.8;1:15.1;;;;;;;;;21.0;2188300;36:28.3;3:14.1;24.0;1185940;19:45.9;1:22.8;;;;;26.0;1809260;30:09.2;2:04.8;;;;
298;Hilde;Fosse;0;f;Voss Skiskytterlag;NO;Serie;K18-19;00:00:00.000;Mål;194.0;OK;6;0;7;581271;Team Glalaks;194.0;11483590;3:11:23.5;3:39.460;0;418651;NOR;26.0;2448650;40:48.6;3:41.9;16.0;1368100;22:48.1;1:56.2;;;;;11.0;1746300;29:06.3;3:20.6;;;;;16.0;1250100;20:50.1;1:15.4;36.0;1274000;21:14.0;0:19.4;45.0;2154020;35:54.0;0:11.7;16.0;2206700;36:46.7;3:32.5;19.0;1214050;20:14.0;1:50.9;;;;;36.0;1774670;29:34.6;1:30.2;;;;
299;Sigrid Bredde;VIG;0;f;Simostranda IL;NO;Serie;K18-19;00:00:00.000;Mål;186.0;OK;7;0;7;1948976;NTG-G;186.0;11751910;3:15:51.9;8:07.780;0;418651;NOR;40.0;2342560;39:02.5;1:55.8;26.0;1317000;21:57.0;1:05.1;;;;;32.0;1649600;27:29.6;1:43.9;;;;;32.0;1196400;19:56.4;0:21.7;;;;;;;;;24.0;2154000;35:54.0;2:39.8;0.0;1308070;21:48.0;3:24.9;;;;;32.0;1784280;29:44.2;1:39.8;;;;
300;Marte Lien;Johnsen;0;f;Byåsen Skiskytterlag;NO;Serie;K18-19;00:00:00.000;Mål;178.0;OK;8;0;7;415171;Trondheim Biathlon Team;178.0;12809870;3:33:29.8;25:45.740;0;418651;NOR;29.0;2424070;40:24.0;3:17.3;24.0;1321200;22:01.2;1:09.3;;;;;20.0;1701100;28:21.1;2:35.4;;;;;15.0;1256300;20:56.3;1:21.6;9.0;1354900;22:34.9;1:40.3;24.0;2219350;36:59.3;1:17.0;45.0;2072700;34:32.7;1:18.5;15.0;1234940;20:34.9;2:11.8;;;;;21.0;1815150;30:15.1;2:10.7;;;;
301;Nora Nellie;Ahlqvist;0;f;Trysilgutten IL;NO;Serie;K18-19;00:00:00.000;Mål;177.0;OK;9;0;7;694827;Snow Team Trysil;177.0;12295840;3:24:55.8;17:11.710;0;418651;NOR;45.0;2321670;38:41.6;1:34.9;19.0;1332000;22:12.0;1:20.1;;;;;0.0;1814600;30:14.6;4:28.9;;;;;19.0;1238700;20:38.7;1:04.0;7.0;1371200;22:51.2;1:56.6;29.0;2209700;36:49.7;1:07.4;19.0;2195000;36:35.0;3:20.8;22.0;1188970;19:48.9;1:25.8;;;;;24.0;1809800;30:09.8;2:05.4;;;;
302;Åsne;Skrede;0;f;Geilo IL;NO;Serie;K18-19;00:00:00.000;Mål;162.0;OK;10;0;7;677696;NTG-G;162.0;12022770;3:20:22.7;12:38.640;0;418651;NOR;18.0;2490490;41:30.4;4:23.7;29.0;1313600;21:53.6;1:01.7;;;;;18.0;1721100;28:41.1;2:55.4;;;;;1.0;1296500;21:36.5;2:01.8;22.0;1298600;21:38.6;0:44.0;14.0;2271550;37:51.5;2:09.2;18.0;2202800;36:42.8;3:28.6;17.0;1233610;20:33.6;2:10.5;;;;;40.0;1762570;29:22.5;1:18.1;;;;
303;Guri;Sandvold;0;f;Tynset IF;NO;Serie;K18-19;00:00:00.000;Mål;158.0;OK;11;0;7;694442;;158.0;11823560;3:17:03.5;9:19.430;0;418651;NOR;;;;;;;;;;;;;29.0;1678800;27:58.8;2:13.1;;;;;29.0;1218600;20:18.6;0:43.9;24.0;1294600;21:34.6;0:40.0;18.0;2256550;37:36.5;1:54.2;0.0;2353800;39:13.8;5:59.6;40.0;1159350;19:19.3;0:56.2;;;;;18.0;1861860;31:01.8;2:57.4;;;;
304;Kristina Hipolan;Bergmann;0;f;Drangedal Idrettslag - Skiskyting;NO;Serie;K18-19;00:00:00.000;Mål;151.0;OK;12;0;7;3545375;Sirdal Ski;151.0;12109480;3:21:49.4;14:05.350;0;418651;NOR;21.0;2464960;41:04.9;3:58.2;13.0;1381700;23:01.7;2:09.8;;;;;22.0;1691200;28:11.2;2:25.5;;;;;13.0;1268800;21:08.8;1:34.1;11.0;1347700;22:27.7;1:33.1;26.0;2211020;36:51.0;1:08.7;0.0;2388800;39:48.8;6:34.6;1.0;1298910;21:38.9;3:15.8;;;;;45.0;1744100;29:04.1;0:59.7;;;;
305;Tora Eid;Løvås;0;f;Trondhjems Skiskyttere;NO;Serie;K18-19;00:00:00.000;Mål;148.0;OK;13;0;7;461528;Trondheim Biathlon Team;148.0;12962310;3:36:02.3;28:18.180;0;418651;NOR;24.0;2460240;41:00.2;3:53.5;6.0;1411600;23:31.6;2:39.7;;;;;40.0;1594200;26:34.2;0:48.5;;;;;6.0;1283900;21:23.9;1:49.2;0.0;1406600;23:26.6;2:32.0;20.0;2233810;37:13.8;1:31.5;22.0;2161200;36:01.2;2:47.0;21.0;1196600;19:56.6;1:33.5;;;;;15.0;1904660;31:44.6;3:40.2;;;;
306;Guro Seline;Herfoss;0;f;Drangedal Idrettslag - Skiskyt;NO;Serie;K18-19;00:00:00.000;Mål;143.0;OK;14;0;7;345260;;143.0;11807360;3:16:47.3;9:03.230;0;418651;NOR;0.0;2656530;44:16.5;7:09.8;0.0;1542000;25:42.0;4:50.1;;;;;26.0;1679600;27:59.6;2:13.9;;;;;11.0;1272800;21:12.8;1:38.1;14.0;1343900;22:23.9;1:29.3;21.0;2230840;37:10.8;1:28.5;32.0;2120200;35:20.2;2:06.0;32.0;1162210;19:22.2;0:59.1;;;;;7.0;1997810;33:17.8;5:13.4;;;;
